project,commit_id,contains_bug,bug_probability,prediction,error_type,time_stamp,ns,nd,nf,entropy,la,ld,lt,is_fix,ndev,age,nuc,exp,rexp,sexp,htmlcss,strict,bdom,so,tc
three.js,0286198717df9b41f0dc173a88f400139b1481ac,False,0.43968603443216386,1,False Positive,1516549566,1,1,1,0.0,18,10,257.0,0,5.0,0.11,66.0,667,413.6,253.0,0.0,0.0,0.0,1.0,0.0
three.js,2fbec23d9ff776780f03e1c9c37b8f7157b84606,True,0.4691696194443287,1,True Positive,1516551428,1,1,2,0.0376284,66,2,144.5,0,5.0,72.49,34.5,668,414.58,254.0,0.0,0.0,0.0,3.0,0.0
three.js,0ec8b93288f4ba3fca344c73093035c782655434,False,0.20681715799157163,0,True Negative,1516551553,1,1,1,0.0,1,1,88.0,1,3.0,0.0,15.0,669,415.58,255.0,0.0,0.0,0.0,0.0,0.0
meteor,7678c46f302249c572a1330db44ec29d7b72492c,False,0.10585886708554999,0,True Negative,1516552027,1,1,1,0.0,1,1,18.0,0,2.0,438.82,104.0,3492,1773.18,1283.0,0.0,0.0,0.0,0.0,0.0
meteor,8cadd4e21517a34112c5e0d8ecca20016592a910,True,0.15627278640786726,0,False Negative,1516552264,1,2,2,0.47756,5,2,106.5,0,14.0,366.85,168.5,3493,1774.17,1284.0,0.0,0.0,0.0,0.0,0.0
Chart.js,26c44cf7abfce2df221f9c9b568e1c5eae893bfb,False,0.6108491708670847,1,False Positive,1516554753,2,2,2,0.0628815,41,1,327.0,0,9.0,158.94,57.0,655,242.41,113.5,0.0,0.0,1.0,0.0,0.0
three.js,e1391a96f428dce0d2ad1923465c707269a1787c,False,0.4250831769488267,1,False Positive,1516556310,1,1,2,0.438746,15,30,176.5,0,5.0,0.06,35.5,670,416.54,256.0,0.0,0.0,0.0,2.0,0.0
three.js,ccfee63debbf569b5d0d6931cd0b27187536fc45,False,0.13874162123770795,0,True Negative,1516560500,1,1,1,0.0,1,1,98.0,0,4.0,0.24,25.0,671,417.5,141.0,0.0,0.0,0.0,0.0,0.0
material-ui,e157229c0e66672f412db9a8517679d7f7afeba8,False,0.0008340051207130449,0,True Negative,1516570233,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1714,989.71,561.0,0.0,0.0,0.0,0.0,0.0
webpack,86e6edf1ab9130f113f38d2ca29fdf11ba02a2b4,True,0.7539776118382755,1,True Positive,1516570530,1,2,4,0.2974699999999999,66,70,809.25,0,6.0,16.89,65.25,42,39.29,32.0,0.0,0.0,0.0,5.0,2.0
Chart.js,9a0117ad492d2c02c4be5f3488f0d8d255fe5aa9,False,0.002054126242085719,0,True Negative,1516571188,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,656,243.36,61.0,0.0,0.0,0.0,0.0,0.0
Chart.js,d668882971166ac11768ab659b2d5770642c33b3,False,0.002054126242085719,0,True Negative,1516571224,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,657,244.36,62.0,0.0,0.0,0.0,0.0,0.0
Chart.js,f82c8adf39382ff1989664a872a0f3ec21ae1265,False,0.002054126242085719,0,True Negative,1516571245,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,658,245.36,63.0,0.0,0.0,0.0,0.0,0.0
Chart.js,274fca68c97d956ac4608e19988cb0c84ffe6999,False,0.35185009884188356,0,True Negative,1516571270,2,2,2,1.0,6,6,156.0,0,4.0,305.47,2.0,659,246.36,40.5,0.0,0.0,0.0,0.0,0.0
webpack,238cb0410c405abc29e7d79a40321f0e3a2be53f,False,0.18845924624686833,0,True Negative,1516571344,1,1,1,0.0,2,2,25.0,0,1.0,24.64,1.0,43,40.29,20.0,0.0,0.0,0.0,0.0,0.0
material-ui,ce7fcd97416921b05e5f27338a67e17b57f1dac0,True,0.581122264438106,1,True Positive,1516573844,2,3,2,0.0255981,98,0,134.0,0,5.0,2.53,41.5,460,208.19,115.0,0.0,0.0,2.0,1.0,0.0
material-ui,9dd5bfd9fe52c1bb6ca0aff87c9af68d9999b4ee,False,0.0008340051207130449,0,True Negative,1516574038,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1715,990.63,562.0,0.0,0.0,0.0,0.0,0.0
three.js,cfd22c2c4f4621d770f3a5af68b0533e69af5959,True,0.7363362765953766,1,True Positive,1516574146,2,4,7,0.4401310000000001,37,15,494.43,0,9.0,2.59,31.14,20,6.27,10.5,0.0,0.0,0.0,0.0,0.0
material-ui,846541ddac4a703852951fcd86cd7cb70eadf648,False,0.0008340051207130449,0,True Negative,1516574714,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1716,991.62,563.0,0.0,0.0,0.0,0.0,0.0
material-ui,2bb35ce508832f518a4c3af8cd7cf67af8fd90c5,False,0.0008340051207130449,0,True Negative,1516575004,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1717,992.61,564.0,0.0,0.0,0.0,0.0,0.0
parcel,dba3d49be2d30dfe47a9bd9c88d6fba9015be968,False,0.22110754934059423,0,True Negative,1516575741,1,1,1,0.0,2,1,7.0,0,2.0,1.8,2.0,11,10.09,2.0,0.0,0.0,0.0,3.0,0.0
parcel,b5773c6d4091a5486c9da2b40abfcf74d8678261,True,0.22110754934059423,0,False Negative,1516575741,1,1,1,0.0,2,1,7.0,0,2.0,1.8,2.0,10,9.09,3.0,0.0,0.0,0.0,3.0,0.0
express,40e04ec7a6d365a7e083b0fdf7f9d2c7afc036a0,False,0.5547653654590238,1,False Positive,1516583687,3,10,15,0.819737,23,23,233.33,0,25.0,382.77,18.27,0,0.0,0.0,0.0,0.0,0.0,23.0,8.0
webpack,cdd7c41a71250b53ffbd48a52e97111bac3a7d80,False,0.006680261975677162,0,True Negative,1516592438,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3563,1580.38,0.0,0.0,0.0,0.0,0.0,0.0
parcel,5c5d5f8af634c0e0aa8e8a3542892febe7c27e85,True,0.9651239639919633,1,True Positive,1516593158,3,11,33,0.45777,793,75,108.36,1,26.0,13.79,5.21,41,37.89,14.6667,0.0,0.0,0.0,10.0,9.0
parcel,5bafd4af33a6a6b7c83c666b8e2321da717267a9,True,0.962121050728904,1,True Positive,1516593158,2,12,33,0.45777,793,75,108.36,1,26.0,13.79,5.21,40,36.89,17.5,0.0,0.0,0.0,10.0,9.0
webpack,ebab3e0f8ecfe7118a0a0457f1d581da9d62007e,False,0.006680261975677162,0,True Negative,1516594882,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3564,1581.31,0.0,0.0,0.0,0.0,0.0,0.0
webpack,33f518bb252b81616960b29a29edc3964a076435,False,0.006680261975677162,0,True Negative,1516596375,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3565,1582.27,0.0,0.0,0.0,0.0,0.0,0.0
webpack,a2eada1d332c62d9d1fc7d24b3d91ddf1e855226,True,0.006680261975677162,0,False Negative,1516597571,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3566,1583.23,0.0,0.0,0.0,0.0,0.0,0.0
webpack,6072c4973432cc8b758e685386b02302924bef20,False,0.1513564513689752,0,True Negative,1516609948,1,1,1,0.0,1,1,25.0,0,1.0,0.45,2.0,44,41.24,21.0,0.0,0.0,0.0,0.0,0.0
hyper,215e03e0d592703c5f9c9c1ff2c1fd54dd3749ed,False,0.0047684667135991276,0,True Negative,1516612861,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,101,73.72,22.0,0.0,0.0,0.0,0.0,0.0
webpack,22705969a9da1bbce163cefd0f46294ef283c428,False,0.006680261975677162,0,True Negative,1516615914,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3567,1583.7,0.0,0.0,0.0,0.0,0.0,0.0
three.js,cf15406a8b5de2651f874c03747920b30361c5b0,False,0.16240571270464765,0,True Negative,1516617220,1,1,1,0.0,2,10,2606.0,0,39.0,1.57,1618.0,672,417.99,257.0,0.0,0.0,0.0,0.0,0.0
webpack,2d7d5a0f72fc2d98d04820683844827e8f76dad1,False,0.006680261975677162,0,True Negative,1516617474,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3568,1584.66,0.0,0.0,0.0,0.0,0.0,0.0
webpack,6bd1240eaf833d83437e90a238decd5083e63418,False,0.006680261975677162,0,True Negative,1516617488,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3569,1585.66,0.0,0.0,0.0,0.0,0.0,0.0
webpack,ea609374f7b05dc0da95d107409e47e063e87411,True,0.8418873203348716,1,True Positive,1516619758,2,10,15,0.413947,60,51,193.2,0,6.0,14.86,20.13,3570,1586.59,1032.0,0.0,0.0,0.0,8.0,0.0
webpack,7036ec488b3f5228df74ad9816262960b35c1826,False,0.48852124817005055,1,False Positive,1516620874,2,3,6,0.265994,34,139,358.0,0,7.0,-148.28,42.67,3571,1587.56,1033.0,0.0,1.0,0.0,2.0,0.0
three.js,25ecf07191ab975af42d6c1ff70ded91d76f574d,False,0.20973914431367818,0,True Negative,1516622876,1,1,1,0.0,4,0,2586.0,0,39.0,4.42,1615.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
three.js,1548395d6086f493db3e512ae5d7903a47de73c8,False,0.19093596791500517,0,True Negative,1516624056,1,1,1,0.0,6,0,2590.0,1,40.0,0.01,1616.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
webpack,d4811b0d370d324fd719827b4f84782be3a3ad05,False,0.9317469309324623,1,False Positive,1516625563,1,6,55,0.5186850000000001,443,377,227.2,0,28.0,24.93,22.25,45,42.23,33.0,0.0,0.0,0.0,23.0,7.0
axios,c51054f24d49ecf76c6249c9e7a2d37a7d01376a,False,0.0053133057219868374,0,True Negative,1516626021,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webpack,dc90e705bbd5701fb077464f44fdbc585744ca1f,False,0.006680261975677162,0,True Negative,1516628219,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3572,1588.35,0.0,0.0,0.0,0.0,0.0,0.0
serverless,31d536cd8c632e08c2ea24407ce77a36ce55ad61,False,0.009131372051461736,0,True Negative,1516628542,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,238,169.84,0.0,0.0,0.0,0.0,0.0,0.0
webpack,7f303e5260734c118005fec331d2ef7e650426af,True,0.4031994780586764,1,True Positive,1516629612,1,2,5,0.758039,7,7,467.0,0,5.0,15.23,62.6,46,43.22,34.0,0.0,0.0,0.0,0.0,0.0
webpack,d0433233052e4709307a18914263afbbf0eeff8a,False,0.19231088188318868,0,True Negative,1516630721,1,1,1,0.0,6,3,28.0,0,2.0,2.92,5.0,3573,1589.27,222.0,0.0,0.0,0.0,0.0,0.0
webpack,bfe89fb92f69defa0f8b959c5e649bcca9a10f44,False,0.0028129349729402067,0,True Negative,1516630734,1,11,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3574,1590.27,223.0,0.0,0.0,0.0,0.0,0.0
webpack,c302bba6a53601dcab5e86dce5778897710c86e1,False,0.0007085126803564781,0,True Negative,1516630765,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3575,1591.27,830.0,0.0,0.0,0.0,0.0,0.0
webpack,6192e5b4131ca630ae7f71bd2eca23b99e82d391,False,0.44877396402197395,1,False Positive,1516631032,1,1,2,0.310917,5,5,995.0,0,8.0,2.93,134.5,47,44.22,35.0,0.0,0.0,0.0,0.0,0.0
serverless,74ac98abe9f4238a5d9ae1a50fb94db255eb54cc,False,0.009131372051461736,0,True Negative,1516631361,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,239,170.83,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,c5224b4d318ab6f0ebe94fab704ffe6421719680,False,0.0013978194535652815,0,True Negative,1516632513,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1701,478.26,60.0,0.0,0.0,0.0,0.0,0.0
serverless,f981c1c7701ef5387203021bc2f9116d21b134ce,True,0.5428862878648747,1,True Positive,1516634203,1,1,2,0.888497,66,34,229.5,0,1.0,130.2,26.5,11,7.82,8.0,0.0,0.0,0.0,0.0,0.0
anime,7bce53ba3881b530a50d27305d2889970364023d,True,0.8865341802810793,1,True Positive,1516634979,2,4,5,0.158282,238,65,645.6,0,1.0,6.65,45.4,408,235.53,209.5,22.0,1.0,3.0,33.0,9.0
axios,b004db40d42267666ba39804d84f440e5feb9dff,False,0.00745577670703806,0,True Negative,1516637688,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,167,84.88,0.0,0.0,0.0,0.0,0.0,0.0
meteor,e7b6176bf1de69d102681ce8aec7a98d96120c26,False,0.2155644132990084,0,True Negative,1516637873,1,2,1,0.0,2,2,32.0,1,3.0,66.74,228.0,3494,1772.38,1285.0,0.0,0.0,0.0,0.0,0.0
material-ui,cef14dcb724b8d0fdd56223caf3ad094982c3850,False,0.0053133057219868374,0,True Negative,1516638664,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axios,a8de2cf485cef106427bd7705ea30ddcd5e6f6ac,False,0.004144200338797841,0,True Negative,1516639005,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
axios,604e8dd86012392d8f588a3a8526a0d8a1ddb95f,False,0.00745577670703806,0,True Negative,1516639269,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,168,85.88,0.0,0.0,0.0,0.0,0.0,0.0
serverless,3e7f736abcb02ec5effc6f0938c194c82c3b0354,False,0.6094361689735589,1,False Positive,1516640314,1,1,2,0.124542,25,31,245.5,1,2.0,0.07,27.0,12,8.82,9.0,0.0,0.0,0.0,0.0,0.0
serverless,d059a3c448cc7d3fdf8f4477a064fc4754cac613,False,0.15564735178036604,0,True Negative,1516640375,1,1,1,0.0,1,1,350.0,0,2.0,0.0,34.0,13,9.82,10.0,0.0,0.0,0.0,0.0,0.0
hyper,f4e32eee497d294decdd5b8c30939e02826cf894,False,0.6640273322968387,1,False Positive,1516641123,1,1,1,0.0,15,1,316.0,0,35.0,1.24,104.0,102,74.67,43.0,0.0,0.0,0.0,0.0,0.0
serverless,29e13014db6f489f00d44992bf6375e2342da410,False,0.22811112552299218,0,True Negative,1516642322,1,1,1,0.0,3,3,135.0,0,2.0,0.02,36.0,14,10.82,11.0,0.0,0.0,0.0,0.0,0.0
anime,c0e081b3cb10f87c25712a71a733ceb6a51c3bfb,False,0.832621455806821,1,False Positive,1516643218,1,4,3,0.0610301,262,30,786.0,0,1.0,0.68,17.67,409,236.49,150.0,0.0,0.0,0.0,0.0,0.0
react,6031bea239d75e60882769f804e041f89cd22014,True,0.9468741643581838,1,True Positive,1516643915,3,11,18,0.317914,913,30,143.44,0,34.0,23.8,12.94,285,112.06,27.3333,0.0,3.0,0.0,6.0,6.0
webpack,e6687436b1299390d6bc5d4429092b429e09e0c1,False,0.009578227333740677,0,True Negative,1516646316,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,232,133.6,0.0,0.0,0.0,0.0,0.0,0.0
webpack,e8c25960a9c740f8fa51aa0630e90aef13a37704,False,0.009578227333740677,0,True Negative,1516646454,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,233,134.6,0.0,0.0,0.0,0.0,0.0,0.0
react,04d8fecc4ac3833aec89b10de3687a97540f1651,False,0.0013937446554067197,0,True Negative,1516649495,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1002,566.18,203.0,0.0,0.0,0.0,0.0,0.0
material-ui,e027411e3cbefbedb1e2d987899964d60e75f64d,True,0.6567528825103005,1,True Positive,1516649505,3,5,3,0.551049,89,0,10.0,0,4.0,15.0,2.0,1718,992.11,278.0,0.0,0.0,0.0,0.0,0.0
material-ui,9d4f75449ee99fb219adb5bc2e1c46b1a709988b,False,0.2926314252790259,0,True Negative,1516650317,1,1,1,0.0,1,1,623.0,0,22.0,1.42,104.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meteor,92b34a4edad8b5c3b6e8eaccf54243a6e6ac358f,False,0.40232111108351837,1,False Positive,1516650329,1,1,2,0.0545004,31,17,122.5,0,3.0,4.54,54.0,3495,1772.98,1286.0,0.0,0.0,0.0,0.0,0.0
material-ui,40c87dd19d18b4c96bed67cd45b2073b4179a7d0,True,0.19165546320623747,0,False Negative,1516650604,3,3,1,0.0,6,0,225.0,0,12.0,18.16,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,743d701a8fda99b9ace16aff15afdea63427453b,False,0.21451723201318595,0,True Negative,1516650662,1,1,1,0.0,3,3,623.0,0,23.0,0.0,105.0,1719,993.09,822.0,0.0,0.0,0.0,0.0,0.0
material-ui,699a8158c1810fdc59802d0dcf6c4e76395d0f29,True,0.3332303317585655,0,False Negative,1516652977,1,1,2,0.236296,18,1,135.0,0,5.0,0.46,42.0,1720,994.04,667.0,0.0,0.0,0.0,1.0,0.0
three.js,0cf3714dd296bb9c9f77158bbc20f2a5ed4c510e,False,0.3836440456688326,0,True Negative,1516653223,3,6,6,0.601629,8,23,1776.33,0,47.0,44.8,305.33,673,418.66,143.667,0.0,0.0,0.0,1.0,0.0
three.js,1bfa52763caf1b500b86bc0147f99f7986f11435,False,0.11118154255557683,0,True Negative,1516653313,1,1,1,0.0,1,1,1786.0,0,7.0,0.0,131.0,674,419.66,259.0,0.0,0.0,0.0,0.0,0.0
three.js,aeb4865bc6d57b944702e498d9dfdfa9c21d01c7,False,0.0008075532657767777,0,True Negative,1516653453,1,1,1,0.0,0,18,483.0,0,1.0,55.64,2.0,675,420.66,9.0,0.0,0.0,0.0,3.0,0.0
material-ui,5831fe531d6b2256d65085400170ccf79fdd93cf,False,0.0014122766187581713,0,True Negative,1516653709,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,461,208.91,185.0,0.0,0.0,0.0,0.0,0.0
babel,dccfed36014a7f0e4c326770295ff222a4405808,True,0.5661902740285789,1,True Positive,1516655362,1,4,5,0.383298,11,8,665.4,0,15.0,13.14,7.8,50,31.86,14.0,0.0,0.0,0.0,0.0,0.0
meteor,a5fc5b030ecfbb068c3ac8646f68c6ec20df6bdf,False,0.7644111305899396,1,False Positive,1516655465,1,3,4,0.229419,260,3,2.0,1,1.0,9.82,0.25,3496,1773.81,1287.0,2.0,0.0,6.0,6.0,0.0
meteor,cc8fa982b16d43276a8f4f525973cef633279eb8,False,0.10040036454261812,0,True Negative,1516656105,1,1,1,0.0,1,2,241.0,0,3.0,0.07,5.0,3497,1774.79,1288.0,0.0,0.0,0.0,0.0,0.0
meteor,f1f287893af9b5aaf9c317c2874b73a1b96d54cc,False,0.06597314400200828,0,True Negative,1516656267,1,1,1,0.0,1,0,198.0,0,1.0,0.01,1.0,3498,1775.79,1289.0,0.0,0.0,0.0,0.0,0.0
meteor,41161774d6485ccd955a8bb3ef4f2d32e43fd8ab,False,0.2514810882407415,0,True Negative,1516656455,1,1,2,0.181188,8,8,19.5,0,2.0,19.64,1.0,3499,1776.78,1290.0,0.0,0.0,0.0,0.0,0.0
meteor,7ab6960e2e9b42cd28895bbe1aed32f37ba7abf1,False,0.17304054239218414,0,True Negative,1516657270,1,1,1,0.0,7,1,18.0,0,3.0,2.04,154.0,3500,1777.75,1291.0,0.0,0.0,0.0,0.0,0.0
babel,b3969d35faae6d13defe2c92e30dc8569cc7fd43,True,0.8797032773716789,1,True Positive,1516657450,1,5,4,0.414451,156,0,136.5,0,11.0,37.19,21.5,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
babel,180eda3211faa855654757bc44aeaf3961a8be05,True,0.7566269334502089,1,True Positive,1516658623,1,8,14,0.39331,16,193,22.43,0,6.0,36.6,2.36,99,61.92,71.0,0.0,4.0,0.0,72.0,8.0
material-ui,1d81c68920b354cb982b8a9eb20862cb430df557,True,0.9240577577458269,1,True Positive,1516659121,4,14,17,0.58073,40,109,165.06,1,37.0,12.11,15.94,462,209.89,89.0,0.0,0.0,0.0,4.0,3.0
webpack,b1467761c4c78a27fcc5a436d8efa00d7113cbb4,False,0.8918924443280338,1,False Positive,1516659184,2,3,14,0.396633,126,0,12.57,0,3.0,-2.49,11.21,48,45.18,29.0,0.0,1.0,0.0,1.0,0.0
meteor,cb77875f3849c6ecb753169d7ecd5193f230e8a4,False,0.44066600399132133,1,False Positive,1516659471,1,1,2,0.0557411999999999,30,17,122.5,0,3.0,4.65,54.0,269,146.7,25.0,0.0,0.0,0.0,0.0,0.0
meteor,818ef0ed6e8237cf076f0142f475a7936960d186,False,0.008808022099121493,0,True Negative,1516659828,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,270,147.7,0.0,0.0,0.0,0.0,0.0,0.0
meteor,c0c2aa32d32ca6edab31258f3d9d3b1a44cd609c,False,0.0006824501416997314,0,True Negative,1516660353,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3501,1778.65,1292.0,0.0,0.0,0.0,0.0,0.0
meteor,1fec23f3b7a6d2a4ec45ef726884a336722a68c3,True,0.20062609060798714,0,False Negative,1516661362,1,1,1,0.0,7,1,18.0,0,3.0,2.08,154.0,271,148.69,26.0,0.0,0.0,0.0,0.0,0.0
serverless,4353c8105e46117dbe65402e56e45c9f2af0d4be,False,0.0052884162275654255,0,True Negative,1516663603,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serverless,cc0fee96b7909a0ffc1edfa6dc8be2b2bf10aba8,False,0.32385473715971713,0,True Negative,1516666557,1,1,1,0.0,8,8,350.0,0,2.0,0.3,35.0,15,11.82,12.0,0.0,0.0,0.0,0.0,0.0
serverless,3e717fa33708a15bc4d8031bd0276fcf9e6da4b7,False,0.009131372051461736,0,True Negative,1516666699,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,240,171.69,0.0,0.0,0.0,0.0,0.0,0.0
serverless,ede4824c97329af0bc5607960453bebb9d1d1bff,False,0.2636658014903468,0,True Negative,1516667453,1,1,1,0.0,4,19,350.0,0,2.0,0.01,36.0,16,12.81,13.0,0.0,0.0,0.0,0.0,0.0
serverless,f32231335b926ffda32a3bafbca1e86aa8434d77,False,0.01377221846894466,0,True Negative,1516668234,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,17,13.81,0.0,0.0,0.0,0.0,0.0,0.0
meteor,ec03b82706e65110ad13f8c492f8cb1ec70cbccf,False,0.00839679474572621,0,True Negative,1516668316,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,272,149.67,0.0,0.0,0.0,0.0,0.0,0.0
three.js,268c22fc5b7b24591fa16a92a62de02834c2ef49,False,0.12352485779152277,0,True Negative,1516674027,1,1,1,0.0,5,0,1349.0,0,2.0,7.7,66.0,322,180.86,227.0,0.0,0.0,0.0,0.0,0.0
meteor,b4a68e99c13fe22acf422b63941225545404d60a,False,0.2620040972229175,0,True Negative,1516674041,1,2,2,0.25978,30,5,2216.5,0,20.0,72.23,349.5,3502,1779.2,1275.0,0.0,0.0,0.0,0.0,0.0
meteor,2453abbcbc59177cc07c4e91c327e989c13fdbb2,False,0.10356195998950823,0,True Negative,1516674099,2,7,6,1.0,6,6,17.0,0,8.0,25.57,111.0,3503,1780.2,1060.5,0.0,0.0,0.0,0.0,0.0
three.js,6e7137dcf51faca14a8c2052066ae50ce525c91d,False,0.3120289655757211,0,True Negative,1516678006,1,1,1,0.0,6,0,152.0,0,2.0,82.14,28.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
three.js,22746085e2525656055651f0c7bccf6bcd164ee4,False,0.0012787025582591744,0,True Negative,1516680426,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,11579,3728.83,412.0,0.0,0.0,0.0,0.0,0.0
serverless,0283af7a3ede148d4dfd701db808a4cca213967e,False,0.002071567449279228,0,True Negative,1516685885,1,1,1,0.0,0,2,419.0,1,2.0,15.55,105.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
react,4d6540893809cbecb5d7490a77ec7ad32e2aeeb3,False,0.613892858657732,1,False Positive,1516688983,1,3,2,0.239918,46,4,159.5,0,1.0,0.52,0.5,286,112.98,11.0,0.0,0.0,0.0,0.0,0.0
parcel,b7027c13ba39ab91fe7b35a7781ee8cdd985c844,True,0.9232540480621786,1,True Positive,1516692099,2,11,13,0.226892,405,13,39.23,0,16.0,10.68,6.15,464,373.01,142.0,0.0,0.0,0.0,6.0,1.0
parcel,a429c52bb4e53effe586d677d53704a78c8d302b,True,0.9258917731646737,1,True Positive,1516692099,3,10,13,0.226892,405,13,39.23,0,16.0,10.68,6.15,465,374.01,103.667,0.0,0.0,0.0,6.0,1.0
webpack,1f29fa9b51aaeda9500ffa7e405e1d85cdc9a826,True,0.7518898376426205,1,True Positive,1516692622,2,4,9,0.507641,56,44,291.78,0,11.0,19.99,31.22,4,2.63,1.5,0.0,0.0,0.0,0.0,0.0
webpack,390fac43b49c57cdc295d7e7762590262ba841fd,False,0.6154165837780956,1,False Positive,1516693628,2,6,2,0.1587599999999999,17,1,277.0,1,2.0,0.85,50.5,8,5.98,2.5,0.0,0.0,0.0,0.0,0.0
material-ui,a00d6a609bc2912f4b92b96c38be8be2aa909364,True,0.6594857544561027,1,True Positive,1516696521,1,2,4,0.387837,20,3,344.75,1,23.0,13.75,38.75,1721,994.16,823.0,0.0,0.0,0.0,4.0,0.0
hyper,16fcb2cb70f3af99e47d2aa3b36dd15734dceb33,False,0.3905173735522944,0,True Negative,1516698093,1,1,1,0.0,29,38,86.0,0,3.0,134.81,4.0,0,0.0,0.0,0.0,0.0,0.0,11.0,2.0
hyper,7355f3ebd816cb62ae5e0f145b2b2f259960f480,False,0.0031477341803380597,0,True Negative,1516703523,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,103,75.55,23.0,0.0,0.0,0.0,0.0,0.0
serverless,0fe3efefe9bd2554a4ac2b4514ddca582476f06a,True,0.13875814861999786,0,False Negative,1516704955,1,1,1,0.0,1,0,329.0,0,2.0,0.43,42.0,18,14.8,14.0,0.0,0.0,0.0,0.0,0.0
serverless,df85e2d9bc16a7bb8d5fcfe5a94b5c30aa2ca1ce,True,0.30948204509561844,0,False Negative,1516711971,4,12,2,0.0742323999999999,36,0,490.5,0,3.0,19.06,64.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyper,af527b6f905987b425c8f22600c0536ba233b5c5,False,0.0037417510910800734,0,True Negative,1516713431,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,122,66.47,37.0,0.0,0.0,0.0,0.0,0.0
serverless,d9fa8ea6e2a5947059e2067519657f8fa809666c,False,0.009131372051461736,0,True Negative,1516715869,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,241,172.48,0.0,0.0,0.0,0.0,0.0,0.0
pdf.js,5593c970e078b9d5f76ad698a0a619ec803a1bf9,False,0.845689368627654,1,False Positive,1516719847,2,3,1,0.0,889,71,1290.0,0,2.0,3.03,53.0,7,5.75,6.0,0.0,0.0,0.0,14.0,0.0
three.js,6552bb0c09158ae94e4abbef7b2f7d48692e2907,False,0.17199336230491544,0,True Negative,1516719917,1,1,1,0.0,1,1,484.0,0,8.0,10.55,85.0,676,421.05,143.0,0.0,0.0,0.0,0.0,0.0
three.js,d97369d0771ce6e731a2b7cf50b2c3188ff75038,False,0.0009936418736791381,0,True Negative,1516722120,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11580,3727.66,0.0,0.0,0.0,0.0,0.0,0.0
